Country,ActionWater,WaterType,Class_cane,Epidemic,YieldOldGrade,Type_Cane,GrooveWide,FertilizerType,TypeSoil,Fertilizer,TargetOldGrade,Area_Remain,ContractsArea,YieldGrade,FarmerContractGrade,TargetGrade,Rain_Avg,Yield_Category,YearBin
Pakistan,Rain,Groundwater,3rd ratoon cane,Herbicide,Grade 2,LK92-11,120 cm,Chemical,Silty clay,16-16-16,Grade 2,97.62,368.61,Grade 3,A,Grade 3,949.66,High,2000s
Bangladesh,Rain,Natural canal,3rd ratoon cane,Preemergent,Grade 1,Khonkean3,140 cm,Chemical,Ferus soil,15-15-15,Grade 3,99.47,20.12,Grade 1,C,Grade 2,2107.38,Low,2010s
India,Water pour,Rain,3rd ratoon cane,Herbicide,Grade 2,K84-200,150 cm,Chemical,Loam,16-16-16,Grade 3,20.82,418.32,Grade 1,C,Grade 1,721.77,High,1970s
Pakistan,Water pour,Groundwater,3rd ratoon cane,Preemergent,Grade 3,K84-200,120 cm,Organic,Loam,25-7-7,Grade 1,32.06,343.98,Grade 3,C,Grade 2,955.61,Low,1990s
Bangladesh,Water pour,Natural canal,2nd ratoon cane,Herbicide,Grade 1,K99-72,130 cm,Organic,Silty clay,25-7-7,Grade 1,83.86,163.85,Grade 3,A,Grade 2,577.16,Low,2000s
India,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 3,Khonkean3,120 cm,Organic,Loam,16-16-16,Grade 1,15.62,494.84,Grade 1,A,Grade 1,2969.32,High,1970s
India,Water pour,Groundwater,2nd ratoon cane,Preemergent,Grade 2,LK92-11,120 cm,Chemical,Silty clay,46-0-0,Grade 1,78.69,247.19,Grade 1,A,Grade 3,1938.21,Low,2020s
Sri Lanka,Water pour,Groundwater,2nd ratoon cane,Preemergent,Grade 1,K99-72,130 cm,Chemical,Silty clay,15-15-15,Grade 2,72.3,161.01,Grade 1,C,Grade 3,2395.55,High,1990s
Sri Lanka,Water pour,Groundwater,3rd ratoon cane,Preemergent,Grade 2,LK92-11,150 cm,Chemical,Ferus soil,16-16-16,Grade 1,63.07,396.55,Grade 3,C,Grade 2,1255.23,High,1990s
Nepal,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 2,LK92-11,150 cm,Chemical,Ferus soil,25-7-7,Grade 1,53.22,256.57,Grade 3,C,Grade 2,1206.07,Low,2000s
Bangladesh,Rain,Natural canal,1st ratoon cane,Preemergent,Grade 1,K84-200,120 cm,Organic,Loam,25-7-7,Grade 2,78.86,471.73,Grade 1,B,Grade 2,2350.42,High,1980s
Sri Lanka,Water pour,Rain,3rd ratoon cane,Preemergent,Grade 3,LK92-11,120 cm,Chemical,Ferus soil,16-16-16,Grade 2,64.54,435.71,Grade 1,B,Grade 1,2798.63,High,2000s
Nepal,Rain,Groundwater,1st ratoon cane,Preemergent,Grade 1,K84-200,140 cm,Chemical,Ferus soil,46-0-0,Grade 2,69.52,141.39,Grade 1,A,Grade 3,2387.88,High,2010s
India,Water pour,Groundwater,1st ratoon cane,Preemergent,Grade 1,K84-200,130 cm,Organic,Loam,46-0-0,Grade 2,63.19,463.93,Grade 1,C,Grade 3,1168.6,Low,2010s
Sri Lanka,Rain,Rain,3rd ratoon cane,Preemergent,Grade 3,LK92-11,120 cm,Chemical,Loam,16-16-16,Grade 2,93.33,217.55,Grade 3,A,Grade 3,1503.12,High,2000s
Sri Lanka,Water pour,Natural canal,3rd ratoon cane,Preemergent,Grade 3,Khonkean3,140 cm,Chemical,Ferus soil,46-0-0,Grade 2,48.62,75.08,Grade 2,A,Grade 2,1891.05,Low,1970s
Nepal,Water pour,Groundwater,3rd ratoon cane,Herbicide,Grade 2,K99-72,150 cm,Organic,Silty clay,46-0-0,Grade 3,42.87,424.58,Grade 3,A,Grade 2,2633.65,High,2000s
Pakistan,Rain,Rain,3rd ratoon cane,Preemergent,Grade 2,Khonkean3,130 cm,Chemical,Loam,25-7-7,Grade 1,69.95,241.14,Grade 3,C,Grade 1,1006.09,Low,1970s
India,Water pour,Natural canal,3rd ratoon cane,Herbicide,Grade 1,K99-72,150 cm,Chemical,Loam,46-0-0,Grade 2,70.26,319.81,Grade 2,B,Grade 1,2423.43,High,1990s
India,Rain,Rain,1st ratoon cane,Preemergent,Grade 2,LK92-11,130 cm,Chemical,Ferus soil,46-0-0,Grade 3,79.42,116.43,Grade 1,B,Grade 3,1792.08,Low,2010s
Bangladesh,Water pour,Groundwater,3rd ratoon cane,Herbicide,Grade 1,LK92-11,150 cm,Organic,Silty clay,25-7-7,Grade 2,85.77,148.92,Grade 2,B,Grade 1,860.65,High,1970s
Bangladesh,Rain,Groundwater,1st ratoon cane,Herbicide,Grade 1,K84-200,150 cm,Organic,Silty clay,46-0-0,Grade 3,9.88,334.43,Grade 1,A,Grade 2,1910.57,High,2020s
Bangladesh,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 1,LK92-11,130 cm,Organic,Silty clay,46-0-0,Grade 3,57.93,373.6,Grade 1,B,Grade 2,1659.14,Low,2010s
Pakistan,Water pour,Rain,1st ratoon cane,Preemergent,Grade 1,Khonkean3,130 cm,Organic,Silty clay,25-7-7,Grade 1,41.3,207.76,Grade 3,A,Grade 3,1112.43,Low,1990s
Pakistan,Water pour,Groundwater,2nd ratoon cane,Preemergent,Grade 2,K99-72,140 cm,Organic,Silty clay,46-0-0,Grade 3,85.46,187.53,Grade 1,B,Grade 2,2342.94,High,1970s
India,Rain,Rain,3rd ratoon cane,Preemergent,Grade 1,Khonkean3,130 cm,Organic,Ferus soil,15-15-15,Grade 2,69.98,319.7,Grade 3,C,Grade 1,763.29,Low,1990s
Nepal,Water pour,Rain,1st ratoon cane,Herbicide,Grade 2,K99-72,140 cm,Chemical,Loam,16-16-16,Grade 1,60.1,257.73,Grade 1,A,Grade 3,644.97,High,1990s
Pakistan,Rain,Natural canal,2nd ratoon cane,Preemergent,Grade 3,K84-200,120 cm,Organic,Ferus soil,16-16-16,Grade 1,9.36,230.66,Grade 1,A,Grade 3,2052.41,High,1990s
Sri Lanka,Rain,Natural canal,2nd ratoon cane,Herbicide,Grade 3,K99-72,120 cm,Organic,Silty clay,46-0-0,Grade 1,92.19,250.7,Grade 2,B,Grade 2,2000.48,High,1970s
Pakistan,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 1,K84-200,120 cm,Organic,Ferus soil,25-7-7,Grade 3,67.27,25.21,Grade 1,C,Grade 1,705.05,Low,2020s
Nepal,Rain,Rain,2nd ratoon cane,Herbicide,Grade 2,Khonkean3,150 cm,Organic,Silty clay,15-15-15,Grade 3,49.59,217.11,Grade 3,C,Grade 1,1235.45,High,1980s
Pakistan,Rain,Rain,3rd ratoon cane,Herbicide,Grade 3,K99-72,120 cm,Chemical,Silty clay,16-16-16,Grade 2,89.09,476.11,Grade 2,A,Grade 1,2004.41,Low,1990s
Nepal,Water pour,Natural canal,2nd ratoon cane,Preemergent,Grade 1,LK92-11,150 cm,Chemical,Ferus soil,25-7-7,Grade 1,39.39,30.31,Grade 3,A,Grade 1,664.96,Low,2000s
India,Rain,Natural canal,2nd ratoon cane,Herbicide,Grade 2,K99-72,150 cm,Organic,Silty clay,15-15-15,Grade 1,8.72,51.43,Grade 3,C,Grade 2,1939.53,High,2000s
India,Water pour,Rain,3rd ratoon cane,Preemergent,Grade 1,K99-72,140 cm,Chemical,Ferus soil,15-15-15,Grade 1,8.13,296.77,Grade 3,A,Grade 2,2369.32,High,1990s
Sri Lanka,Water pour,Natural canal,2nd ratoon cane,Herbicide,Grade 1,K99-72,140 cm,Chemical,Loam,16-16-16,Grade 2,24.08,494.67,Grade 2,B,Grade 1,2447.43,Low,1980s
Nepal,Water pour,Natural canal,2nd ratoon cane,Herbicide,Grade 2,K84-200,140 cm,Chemical,Silty clay,15-15-15,Grade 1,16.68,451.66,Grade 1,C,Grade 3,629.48,Low,2010s
Bangladesh,Water pour,Natural canal,2nd ratoon cane,Herbicide,Grade 1,K99-72,130 cm,Chemical,Ferus soil,46-0-0,Grade 3,48.78,61.37,Grade 2,A,Grade 2,1459.8,Low,1970s
Bangladesh,Water pour,Rain,3rd ratoon cane,Herbicide,Grade 1,LK92-11,120 cm,Chemical,Silty clay,46-0-0,Grade 2,39.31,376.17,Grade 3,A,Grade 1,657.78,High,1990s
India,Rain,Groundwater,1st ratoon cane,Herbicide,Grade 1,K99-72,130 cm,Chemical,Loam,46-0-0,Grade 3,95.15,498.71,Grade 2,A,Grade 3,637.99,Low,1970s
Nepal,Water pour,Rain,1st ratoon cane,Preemergent,Grade 3,Khonkean3,130 cm,Organic,Loam,15-15-15,Grade 2,30.33,88.62,Grade 2,C,Grade 1,2243.78,High,1980s
India,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 3,LK92-11,130 cm,Organic,Silty clay,46-0-0,Grade 2,23.72,227.82,Grade 3,B,Grade 3,2967.84,Low,1980s
Nepal,Rain,Natural canal,3rd ratoon cane,Preemergent,Grade 2,K84-200,140 cm,Chemical,Loam,46-0-0,Grade 3,88.48,388.49,Grade 3,B,Grade 3,750.77,Low,1980s
Sri Lanka,Rain,Rain,3rd ratoon cane,Preemergent,Grade 3,LK92-11,120 cm,Chemical,Silty clay,15-15-15,Grade 2,72.29,191.85,Grade 3,A,Grade 2,2592.63,Low,1990s
Bangladesh,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 1,K99-72,150 cm,Chemical,Ferus soil,25-7-7,Grade 1,26.49,10.08,Grade 3,C,Grade 3,2255.5,Low,2000s
Nepal,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 1,Khonkean3,150 cm,Organic,Loam,16-16-16,Grade 2,43.76,143.7,Grade 2,B,Grade 3,2262.08,High,1970s
Pakistan,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 2,LK92-11,140 cm,Organic,Silty clay,46-0-0,Grade 1,98.87,203.81,Grade 3,B,Grade 1,2633.47,High,1990s
Nepal,Water pour,Rain,2nd ratoon cane,Preemergent,Grade 3,Khonkean3,120 cm,Organic,Silty clay,15-15-15,Grade 1,76.25,326.23,Grade 2,C,Grade 1,1086.7,High,1990s
India,Rain,Natural canal,3rd ratoon cane,Herbicide,Grade 3,K99-72,140 cm,Organic,Ferus soil,25-7-7,Grade 1,36.43,199.7,Grade 3,A,Grade 1,2732.88,Low,2020s
India,Water pour,Groundwater,2nd ratoon cane,Herbicide,Grade 3,K84-200,150 cm,Chemical,Loam,25-7-7,Grade 3,61.93,491.73,Grade 3,A,Grade 1,1977.74,High,2020s
India,Water pour,Natural canal,3rd ratoon cane,Herbicide,Grade 3,LK92-11,150 cm,Organic,Ferus soil,25-7-7,Grade 1,58.17,137.35,Grade 2,A,Grade 3,818.65,Low,2000s
Pakistan,Rain,Natural canal,3rd ratoon cane,Preemergent,Grade 1,LK92-11,150 cm,Chemical,Silty clay,16-16-16,Grade 2,18.83,128.24,Grade 1,C,Grade 3,2081.54,High,1990s
Bangladesh,Water pour,Natural canal,2nd ratoon cane,Herbicide,Grade 3,K84-200,120 cm,Organic,Ferus soil,46-0-0,Grade 2,29.13,310.34,Grade 3,C,Grade 3,2894.26,High,1980s
India,Rain,Rain,3rd ratoon cane,Preemergent,Grade 1,Khonkean3,150 cm,Organic,Silty clay,15-15-15,Grade 3,43.0,283.72,Grade 2,B,Grade 1,1481.4,Low,2010s
Sri Lanka,Water pour,Groundwater,2nd ratoon cane,Preemergent,Grade 2,Khonkean3,120 cm,Organic,Loam,16-16-16,Grade 1,30.07,126.47,Grade 1,A,Grade 1,2791.25,High,2010s
Pakistan,Rain,Rain,1st ratoon cane,Herbicide,Grade 1,Khonkean3,130 cm,Chemical,Loam,46-0-0,Grade 1,44.25,404.19,Grade 3,B,Grade 1,2788.22,High,1970s
Sri Lanka,Water pour,Rain,1st ratoon cane,Herbicide,Grade 1,Khonkean3,140 cm,Organic,Silty clay,46-0-0,Grade 1,13.16,163.29,Grade 2,B,Grade 2,1860.12,Low,1980s
Nepal,Rain,Groundwater,1st ratoon cane,Herbicide,Grade 2,LK92-11,140 cm,Chemical,Ferus soil,15-15-15,Grade 1,22.67,31.13,Grade 1,B,Grade 2,2602.27,High,1980s
Pakistan,Water pour,Groundwater,2nd ratoon cane,Preemergent,Grade 2,K99-72,150 cm,Chemical,Silty clay,15-15-15,Grade 3,66.19,338.51,Grade 2,C,Grade 2,1314.87,Low,2000s
Pakistan,Rain,Groundwater,3rd ratoon cane,Herbicide,Grade 3,LK92-11,120 cm,Organic,Silty clay,25-7-7,Grade 3,11.22,455.84,Grade 1,A,Grade 3,679.1,High,2010s
Bangladesh,Water pour,Rain,1st ratoon cane,Preemergent,Grade 2,K84-200,140 cm,Organic,Loam,15-15-15,Grade 3,47.45,356.26,Grade 2,A,Grade 1,2579.25,Low,2010s
Sri Lanka,Water pour,Rain,1st ratoon cane,Preemergent,Grade 3,Khonkean3,150 cm,Organic,Loam,15-15-15,Grade 1,19.75,364.32,Grade 3,A,Grade 1,1741.38,Low,2000s
India,Rain,Rain,2nd ratoon cane,Herbicide,Grade 2,K84-200,120 cm,Chemical,Loam,16-16-16,Grade 1,27.93,417.67,Grade 3,B,Grade 3,2243.75,High,1990s
Pakistan,Water pour,Rain,2nd ratoon cane,Preemergent,Grade 3,LK92-11,120 cm,Organic,Loam,25-7-7,Grade 1,78.14,14.54,Grade 3,B,Grade 1,1765.45,Low,1990s
Sri Lanka,Water pour,Rain,3rd ratoon cane,Preemergent,Grade 2,Khonkean3,130 cm,Chemical,Silty clay,25-7-7,Grade 1,66.76,465.24,Grade 2,B,Grade 1,1819.89,High,1990s
Pakistan,Rain,Rain,2nd ratoon cane,Preemergent,Grade 2,K84-200,150 cm,Organic,Silty clay,15-15-15,Grade 2,8.85,219.49,Grade 2,C,Grade 2,1428.06,High,1970s
Pakistan,Rain,Rain,3rd ratoon cane,Preemergent,Grade 1,K99-72,150 cm,Chemical,Loam,15-15-15,Grade 1,41.81,373.02,Grade 1,C,Grade 2,1941.01,High,1970s
Sri Lanka,Rain,Groundwater,3rd ratoon cane,Herbicide,Grade 1,K99-72,140 cm,Chemical,Silty clay,16-16-16,Grade 1,23.68,94.07,Grade 3,A,Grade 2,2532.11,Low,2000s
Bangladesh,Rain,Groundwater,2nd ratoon cane,Herbicide,Grade 3,K99-72,130 cm,Organic,Loam,15-15-15,Grade 3,33.23,355.05,Grade 1,A,Grade 2,906.33,High,2000s
India,Water pour,Natural canal,2nd ratoon cane,Herbicide,Grade 1,LK92-11,120 cm,Organic,Loam,46-0-0,Grade 2,88.41,92.22,Grade 2,A,Grade 3,1167.16,High,2010s
Nepal,Rain,Rain,2nd ratoon cane,Preemergent,Grade 1,Khonkean3,140 cm,Chemical,Ferus soil,25-7-7,Grade 3,6.99,363.07,Grade 3,A,Grade 2,1664.4,High,1970s
Sri Lanka,Rain,Groundwater,3rd ratoon cane,Herbicide,Grade 1,Khonkean3,120 cm,Organic,Ferus soil,25-7-7,Grade 2,37.12,138.27,Grade 1,A,Grade 3,1601.12,Low,2010s
Nepal,Water pour,Rain,1st ratoon cane,Herbicide,Grade 2,K99-72,120 cm,Chemical,Loam,16-16-16,Grade 3,15.36,393.43,Grade 2,C,Grade 3,2704.9,High,2020s
Bangladesh,Rain,Groundwater,2nd ratoon cane,Preemergent,Grade 2,LK92-11,150 cm,Organic,Silty clay,46-0-0,Grade 1,97.8,20.87,Grade 3,A,Grade 1,1968.56,Low,2010s
Pakistan,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 2,K84-200,120 cm,Organic,Loam,46-0-0,Grade 3,17.93,416.4,Grade 3,B,Grade 1,2277.64,Low,1980s
Pakistan,Rain,Groundwater,3rd ratoon cane,Herbicide,Grade 3,K99-72,150 cm,Organic,Loam,25-7-7,Grade 1,45.31,152.15,Grade 3,C,Grade 2,2466.5,Low,2000s
India,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 1,Khonkean3,150 cm,Chemical,Ferus soil,25-7-7,Grade 2,9.61,204.72,Grade 2,C,Grade 3,730.63,High,1980s
India,Rain,Rain,2nd ratoon cane,Preemergent,Grade 1,LK92-11,150 cm,Organic,Silty clay,25-7-7,Grade 2,21.64,193.21,Grade 3,C,Grade 2,891.34,Low,1990s
India,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 3,K99-72,150 cm,Organic,Loam,15-15-15,Grade 1,48.95,165.61,Grade 1,C,Grade 3,2940.23,High,2010s
Pakistan,Water pour,Rain,3rd ratoon cane,Herbicide,Grade 1,K84-200,120 cm,Chemical,Silty clay,16-16-16,Grade 3,89.44,19.26,Grade 2,A,Grade 3,2925.11,High,2010s
Sri Lanka,Water pour,Natural canal,2nd ratoon cane,Herbicide,Grade 1,LK92-11,120 cm,Chemical,Silty clay,25-7-7,Grade 2,44.58,331.97,Grade 3,A,Grade 3,1089.22,Low,2000s
India,Water pour,Groundwater,3rd ratoon cane,Herbicide,Grade 1,K84-200,130 cm,Chemical,Loam,15-15-15,Grade 2,35.25,341.36,Grade 1,C,Grade 1,2753.49,High,1970s
Pakistan,Water pour,Rain,1st ratoon cane,Herbicide,Grade 1,K99-72,120 cm,Chemical,Silty clay,25-7-7,Grade 1,16.59,315.57,Grade 1,C,Grade 3,2256.63,Low,1970s
Nepal,Water pour,Natural canal,1st ratoon cane,Preemergent,Grade 1,K99-72,120 cm,Organic,Silty clay,46-0-0,Grade 2,34.5,311.12,Grade 3,C,Grade 3,2187.3,Low,1970s
Sri Lanka,Rain,Natural canal,2nd ratoon cane,Preemergent,Grade 2,Khonkean3,150 cm,Chemical,Loam,16-16-16,Grade 2,69.85,441.81,Grade 3,C,Grade 1,2728.96,High,1990s
Bangladesh,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 2,K84-200,120 cm,Organic,Loam,25-7-7,Grade 2,66.86,211.48,Grade 2,B,Grade 2,1559.04,High,2020s
Sri Lanka,Water pour,Groundwater,2nd ratoon cane,Preemergent,Grade 1,LK92-11,130 cm,Organic,Silty clay,16-16-16,Grade 3,15.46,216.1,Grade 3,B,Grade 2,1117.13,Low,2000s
Nepal,Rain,Rain,1st ratoon cane,Preemergent,Grade 3,LK92-11,150 cm,Chemical,Silty clay,16-16-16,Grade 1,95.81,498.51,Grade 2,C,Grade 2,1566.05,Low,1990s
India,Rain,Rain,2nd ratoon cane,Herbicide,Grade 1,LK92-11,120 cm,Chemical,Silty clay,46-0-0,Grade 3,18.46,320.63,Grade 2,C,Grade 3,546.29,High,1970s
Sri Lanka,Water pour,Natural canal,2nd ratoon cane,Preemergent,Grade 2,Khonkean3,130 cm,Organic,Ferus soil,15-15-15,Grade 3,7.5,437.74,Grade 2,A,Grade 2,1792.13,High,1990s
Nepal,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 3,Khonkean3,120 cm,Chemical,Loam,25-7-7,Grade 1,31.62,288.63,Grade 3,A,Grade 1,1526.91,Low,1970s
Nepal,Water pour,Groundwater,3rd ratoon cane,Herbicide,Grade 1,K84-200,140 cm,Chemical,Loam,25-7-7,Grade 1,71.05,157.87,Grade 2,B,Grade 1,2539.66,Low,2000s
Sri Lanka,Rain,Rain,3rd ratoon cane,Herbicide,Grade 2,Khonkean3,140 cm,Chemical,Silty clay,25-7-7,Grade 3,12.39,190.32,Grade 3,B,Grade 2,1163.03,Low,1980s
Bangladesh,Rain,Rain,3rd ratoon cane,Preemergent,Grade 1,LK92-11,130 cm,Chemical,Loam,25-7-7,Grade 2,27.66,396.24,Grade 2,C,Grade 2,518.53,High,2010s
Bangladesh,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 2,K84-200,120 cm,Chemical,Loam,16-16-16,Grade 1,62.53,19.47,Grade 2,C,Grade 1,2856.39,Low,2000s
Nepal,Water pour,Groundwater,1st ratoon cane,Preemergent,Grade 2,Khonkean3,120 cm,Organic,Silty clay,16-16-16,Grade 1,43.65,29.96,Grade 1,C,Grade 1,2923.93,High,1980s
Sri Lanka,Rain,Groundwater,1st ratoon cane,Herbicide,Grade 2,Khonkean3,150 cm,Organic,Ferus soil,46-0-0,Grade 2,71.15,280.8,Grade 1,C,Grade 1,2304.84,Low,2020s
India,Rain,Groundwater,1st ratoon cane,Herbicide,Grade 1,K84-200,140 cm,Chemical,Loam,46-0-0,Grade 2,34.96,466.34,Grade 2,B,Grade 1,2932.63,High,2000s
Pakistan,Water pour,Groundwater,2nd ratoon cane,Preemergent,Grade 1,K84-200,150 cm,Organic,Loam,15-15-15,Grade 3,10.08,119.0,Grade 2,A,Grade 2,2468.12,Low,1980s
Sri Lanka,Rain,Groundwater,2nd ratoon cane,Herbicide,Grade 2,K84-200,120 cm,Organic,Silty clay,16-16-16,Grade 2,18.67,95.19,Grade 2,A,Grade 3,784.85,Low,2020s
Nepal,Water pour,Groundwater,2nd ratoon cane,Herbicide,Grade 2,K84-200,130 cm,Chemical,Ferus soil,16-16-16,Grade 2,98.97,449.34,Grade 1,A,Grade 1,1743.12,Low,2010s
Sri Lanka,Water pour,Natural canal,2nd ratoon cane,Preemergent,Grade 3,K99-72,150 cm,Organic,Silty clay,25-7-7,Grade 1,44.62,228.5,Grade 1,C,Grade 1,2686.61,High,2010s
Nepal,Water pour,Natural canal,3rd ratoon cane,Herbicide,Grade 1,LK92-11,140 cm,Chemical,Silty clay,16-16-16,Grade 3,59.3,135.81,Grade 3,A,Grade 2,2690.63,High,2000s
Pakistan,Water pour,Natural canal,1st ratoon cane,Herbicide,Grade 3,K99-72,150 cm,Organic,Ferus soil,46-0-0,Grade 3,6.84,79.93,Grade 1,A,Grade 2,1757.33,Low,2020s
Sri Lanka,Rain,Rain,3rd ratoon cane,Herbicide,Grade 1,Khonkean3,140 cm,Chemical,Ferus soil,25-7-7,Grade 2,22.87,377.28,Grade 3,A,Grade 2,542.41,High,1990s
Bangladesh,Rain,Groundwater,1st ratoon cane,Preemergent,Grade 3,LK92-11,130 cm,Chemical,Ferus soil,46-0-0,Grade 2,62.17,265.22,Grade 3,B,Grade 3,2825.32,High,2010s
India,Rain,Groundwater,2nd ratoon cane,Preemergent,Grade 2,K84-200,130 cm,Chemical,Ferus soil,25-7-7,Grade 2,79.7,193.89,Grade 1,A,Grade 2,793.12,Low,1990s
India,Rain,Rain,2nd ratoon cane,Herbicide,Grade 1,LK92-11,150 cm,Organic,Ferus soil,16-16-16,Grade 1,60.31,219.55,Grade 3,C,Grade 1,1244.79,High,2000s
Pakistan,Rain,Groundwater,1st ratoon cane,Preemergent,Grade 2,Khonkean3,120 cm,Organic,Loam,16-16-16,Grade 2,59.65,191.73,Grade 3,A,Grade 2,2865.67,High,1980s
Nepal,Water pour,Groundwater,1st ratoon cane,Preemergent,Grade 2,Khonkean3,120 cm,Organic,Ferus soil,25-7-7,Grade 2,13.4,121.3,Grade 1,A,Grade 1,608.96,High,2010s
Bangladesh,Rain,Groundwater,3rd ratoon cane,Herbicide,Grade 3,K99-72,120 cm,Organic,Silty clay,46-0-0,Grade 1,95.79,221.8,Grade 1,B,Grade 1,1786.92,Low,1970s
Pakistan,Rain,Groundwater,2nd ratoon cane,Herbicide,Grade 3,K84-200,120 cm,Organic,Ferus soil,15-15-15,Grade 1,65.42,403.45,Grade 2,A,Grade 2,2187.06,Low,2000s
Bangladesh,Rain,Natural canal,2nd ratoon cane,Herbicide,Grade 3,LK92-11,150 cm,Organic,Silty clay,16-16-16,Grade 3,61.1,175.84,Grade 2,B,Grade 1,700.65,High,2010s
Nepal,Water pour,Groundwater,2nd ratoon cane,Herbicide,Grade 3,Khonkean3,140 cm,Chemical,Ferus soil,25-7-7,Grade 1,39.56,342.24,Grade 3,B,Grade 3,2543.9,High,1980s
Pakistan,Rain,Natural canal,2nd ratoon cane,Herbicide,Grade 2,Khonkean3,150 cm,Chemical,Silty clay,46-0-0,Grade 2,21.09,415.97,Grade 2,C,Grade 3,646.04,Low,2010s
Pakistan,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 1,LK92-11,120 cm,Organic,Loam,15-15-15,Grade 3,5.35,263.64,Grade 2,B,Grade 2,1820.17,High,2020s
Nepal,Water pour,Natural canal,2nd ratoon cane,Herbicide,Grade 2,Khonkean3,120 cm,Organic,Ferus soil,46-0-0,Grade 3,23.45,77.66,Grade 3,B,Grade 1,2580.05,Low,1970s
India,Rain,Rain,2nd ratoon cane,Preemergent,Grade 3,K84-200,120 cm,Organic,Loam,46-0-0,Grade 1,37.33,440.81,Grade 1,C,Grade 3,2257.23,Low,1990s
Bangladesh,Water pour,Groundwater,3rd ratoon cane,Herbicide,Grade 2,Khonkean3,140 cm,Chemical,Silty clay,15-15-15,Grade 1,15.53,429.51,Grade 3,A,Grade 2,2530.36,High,1990s
Bangladesh,Rain,Rain,3rd ratoon cane,Preemergent,Grade 1,LK92-11,130 cm,Chemical,Ferus soil,46-0-0,Grade 3,40.35,234.71,Grade 2,C,Grade 1,1757.95,High,2000s
Bangladesh,Rain,Natural canal,3rd ratoon cane,Herbicide,Grade 1,K99-72,120 cm,Organic,Loam,46-0-0,Grade 1,41.0,334.52,Grade 2,A,Grade 2,2856.98,Low,1990s
Sri Lanka,Rain,Groundwater,2nd ratoon cane,Preemergent,Grade 1,K99-72,120 cm,Chemical,Silty clay,15-15-15,Grade 1,68.64,316.22,Grade 2,A,Grade 1,1969.17,Low,1990s
Pakistan,Rain,Rain,2nd ratoon cane,Preemergent,Grade 1,K99-72,140 cm,Organic,Silty clay,15-15-15,Grade 2,14.94,317.19,Grade 1,A,Grade 2,1803.66,Low,1990s
Nepal,Rain,Groundwater,1st ratoon cane,Preemergent,Grade 1,K84-200,150 cm,Chemical,Silty clay,16-16-16,Grade 3,72.78,484.73,Grade 2,A,Grade 2,2779.58,Low,2020s
Pakistan,Water pour,Rain,1st ratoon cane,Preemergent,Grade 3,K84-200,120 cm,Chemical,Silty clay,15-15-15,Grade 2,65.21,346.5,Grade 2,B,Grade 3,2418.43,High,1970s
India,Rain,Rain,3rd ratoon cane,Herbicide,Grade 2,LK92-11,150 cm,Chemical,Silty clay,25-7-7,Grade 2,99.54,74.12,Grade 1,B,Grade 2,988.47,High,1980s
India,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 3,K99-72,140 cm,Chemical,Loam,25-7-7,Grade 2,91.03,188.96,Grade 3,A,Grade 1,1783.17,High,1990s
Sri Lanka,Rain,Rain,2nd ratoon cane,Herbicide,Grade 3,K84-200,130 cm,Chemical,Ferus soil,16-16-16,Grade 1,73.34,429.01,Grade 2,A,Grade 1,843.0,Low,1980s
India,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 3,Khonkean3,120 cm,Organic,Ferus soil,15-15-15,Grade 2,77.1,296.03,Grade 3,A,Grade 1,2319.24,Low,2010s
Nepal,Rain,Groundwater,2nd ratoon cane,Preemergent,Grade 3,K99-72,150 cm,Organic,Loam,16-16-16,Grade 3,76.78,323.48,Grade 2,B,Grade 2,2756.41,Low,1990s
Bangladesh,Rain,Rain,2nd ratoon cane,Preemergent,Grade 1,Khonkean3,120 cm,Chemical,Loam,25-7-7,Grade 2,41.65,485.62,Grade 3,C,Grade 3,919.28,Low,2010s
Sri Lanka,Rain,Rain,2nd ratoon cane,Preemergent,Grade 1,K84-200,150 cm,Organic,Loam,25-7-7,Grade 1,31.9,471.9,Grade 1,C,Grade 3,2918.23,High,1970s
Bangladesh,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 2,LK92-11,140 cm,Chemical,Ferus soil,25-7-7,Grade 2,49.86,86.51,Grade 1,A,Grade 2,2753.51,Low,1970s
Nepal,Water pour,Rain,1st ratoon cane,Preemergent,Grade 1,K84-200,120 cm,Chemical,Silty clay,25-7-7,Grade 1,81.76,82.18,Grade 1,C,Grade 2,2435.86,Low,2000s
